2021-01-10 19:30:00,"Wysoka kara, nałożona niedawno przez Prezesa #UOKiK na właściciela sieci #Biedronka, to ostrzeżenie także dla innyc… https://t.co/qP6FOYJgBn"
2021-01-09 21:09:53,Ale złoto znalazłem w #Biedronka &lt;3 https://t.co/JYZY3rtTRF
2021-01-09 08:00:44,"Małomiasteczkowy kapitalizm.

#biedronka #topmarket #arhelan #sklepmotoryzacyjny #noclegi #mtj #bendix… https://t.co/A79Qbe7Eso"
2021-01-08 08:50:08,"#DADA by #BIEDRONKA - sieć tworzy silną markę produktów niemowlęcych!

https://t.co/uhx3O00SKX"
2021-01-07 13:33:37,"Ja w sklepie zawsze miła,  grzeczna: proszę,  przepraszam,  dziękuję i co? Jakaś księżniczka pracująca za karę na k… https://t.co/bFDFmB7LiW"
2021-01-07 11:28:26,"Plejada gwiazd na największej imprezie online specjalnie dla pracowników sieci #Biedronka!

https://t.co/BDPijXgFFz"
2021-01-06 09:13:03,"prawi podawajcie dalej następna suka do #wyjebania na bruk
#biedronka https://t.co/fLD5aEHNqa"
2021-01-06 05:00:00,"Już w połowie stycznia produkty @Vegebutcher trafią do sieci #Biedronka🌱
#thevegetarianbutcher #roślinnemięso… https://t.co/JeADU1FcuM"
2021-01-05 19:38:42,Czy w #Biedronka są już dostępne hiszpańskie kremy z zabijanych dzieci? https://t.co/ZkXLVPabMn
2021-01-05 19:34:11,.@ZieloniWro wzywa https://t.co/KUqAbncnmY. @Lidl_Polska i #Biedronka do zaprzestania sprzedaży fajerwerków i przek… https://t.co/S8seRXXRyK
2021-01-05 18:42:08,"Hej, #Biedronka sprawa jest🙄
Łódź, Pabianicka 77, wtorek, g.18:30 https://t.co/Getz4YpZ8l"
2021-01-05 11:22:48,@Jacek01522794 @tvn24 Wystarczy z #Biedronka...
2021-01-05 10:24:37,Mam i ja. Po 30zl za dwupak. #biedronka #Jedziemy #rzutkitarczarodzina #wieszwiecej https://t.co/L7kOKF8rAP
2021-01-05 08:39:19,"🌴Piękne wyspy skusiły właściciela sieci #Biedronka 🌴

https://t.co/MQ7MfVY1fD"
